timestamp,balance,cycle_pnl,total_pnl
2025-10-08T18:29:37.013164+00:00,5000.0,0.0,0.0
2025-10-08T18:30:09.412232+00:00,5000.0,0.0,0.0
2025-10-08T18:36:37.561922+00:00,5000.0,0.0,0.0
2025-10-08T18:41:51.057889+00:00,5000.0,0.0,0.0
2025-10-08T18:44:45.371360+00:00,5000.0,0.0,0.0
2025-10-08T18:46:58.093240+00:00,5000.0,0.0,0.0
2025-10-08T18:47:41.046776+00:00,50000.0,0.0,0.0
2025-10-08T18:48:41.066383+00:00,49992.82498738183,-7.175012618175587,-7.175012618172332
2025-10-08T18:49:41.092832+00:00,49974.29157600434,-18.53341137748607,-25.70842399566027
2025-10-08T18:50:41.101807+00:00,49986.28639346616,11.994817461818904,-13.713606533841812
2025-10-08T18:51:41.118840+00:00,49988.43521001054,2.148816544381419,-11.564789989461133
2025-10-08T18:52:41.133151+00:00,49981.339714612164,-7.095495398373706,-18.660285387835756
2025-10-08T18:53:41.144236+00:00,49993.84740588107,12.507691268906386,-6.152594118932029
2025-10-08T18:54:34.467083+00:00,5000.0,0.0,0.0
2025-10-08T18:54:41.209794+00:00,49971.846010515896,-22.001395365173934,-28.153989484104386
2025-10-08T18:55:41.228950+00:00,49965.84307532445,-6.002935191450469,-34.156924675553455
2025-10-08T18:56:41.232150+00:00,49976.36787544115,10.524800116705658,-23.632124558847863
2025-10-08T18:57:41.243552+00:00,49978.57154047292,2.2036650317692303,-21.428459527080122
2025-10-08T18:58:41.256576+00:00,49962.705216527116,-15.866323945804684,-37.294783472883864
2025-10-08T18:59:41.311554+00:00,49971.91280179438,9.207585267261091,-28.087198205619643
2025-10-08T19:00:41.321359+00:00,49975.38487909238,3.4720772979977577,-24.615120907619712
2025-10-08T19:01:41.343503+00:00,49975.6630331979,0.27815410552340136,-24.336966802096867
2025-10-08T19:02:37.021098+00:00,50000.0,0.0,0.0
2025-10-08T19:03:37.035306+00:00,50017.0546633345,17.054663334502667,17.05466333450022
2025-10-08T19:04:19.650236+00:00,50000.0,0.0,0.0
2025-10-08T19:04:29.701256+00:00,49994.78612867821,-5.213871321784867,-5.213871321786428
2025-10-08T19:04:39.761201+00:00,49994.41494627421,-0.3711824040025909,-5.585053725786565
2025-10-08T19:04:49.773750+00:00,50002.80260493336,8.387658659144305,2.8026049333566334
2025-10-08T19:04:59.789794+00:00,50002.32077350968,-0.4818314236764121,2.3207735096802935
2025-10-08T19:05:09.798164+00:00,50004.41700455426,2.0962310445846195,4.417004554263258
